,MEBT:XCB1:CUR,MEBT:YCB1:CUR,MEBT:XCB3:CUR,MEBT:YCB3:CUR,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR
27,0.33199695130676027,0.3111180691775269,0.27937719644451847,0.28492790803932183,0.32387531998038704,0.3197295165330503,0.3551026005238902,0.2783076804395453,0.2722887836607871,0.30644565753911013,0.3792160565524791,0.3411212041412451
28,0.33072666856969546,0.30173942496243045,0.28530206966642496,0.2956861202133774,0.3139387648077709,0.31943211048841835,0.35685215503275636,0.28288089359501273,0.2838145071990198,0.30132872702958424,0.3858142531297345,0.3335246454270628
29,0.3292530048607969,0.3016258403595789,0.28885512420983006,0.30075579314098233,0.3087649470293324,0.32023474544238306,0.34919039028314747,0.28370849299820544,0.28727771855337525,0.3027320930396914,0.38851547874650993,0.3311179613759805
30,0.32581231173397995,0.3047655240323856,0.2875282051958246,0.3018723600070822,0.308943313596871,0.3206179871575096,0.3485662316897402,0.2837908945189279,0.28939527546013594,0.3026332982097006,0.38842927934178434,0.32937341270062725
31,0.3137047422404017,0.30593077202155067,0.2894207003348549,0.3045146066340662,0.30595711113933477,0.3224110233906128,0.34408105548540857,0.28899829336060967,0.29518794360775025,0.3019989477775919,0.38868684183056706,0.3285898156168726
32,0.3020214558851804,0.31132550133437487,0.2933261681766716,0.3097091739547376,0.3011499721609616,0.32072650369215866,0.3471209870001037,0.2880909689881969,0.29876341980948684,0.2939595047653539,0.39159829317395767,0.330131757172818
33,0.30158981594291573,0.31603289404031804,0.29500876892727407,0.31123572134099375,0.2998466828175568,0.3108037759162172,0.34990627643075645,0.29097666370283604,0.302139626936263,0.29146167534722645,0.3879689048448597,0.3292004628674675
34,0.3048199769374715,0.3191934188221628,0.2931696263372615,0.3130180025460576,0.301330002477557,0.30148644860413465,0.35078747326536397,0.2912262976834941,0.3049558898370091,0.29326928072274516,0.3849197165687397,0.32863552315181105
35,0.30494925058055716,0.32153493345958,0.29000448738695933,0.3132057426828624,0.2994515981169726,0.299507121127983,0.35166504629374296,0.2939840186661995,0.3046837781073623,0.2921811354346723,0.38564443107908913,0.323733818451401
36,0.30766101858291434,0.32519004704618426,0.28401154151199925,0.3022971047079712,0.3005591910368679,0.303516385466164,0.3497961287017655,0.29866894611460465,0.3059598422525113,0.2946440316566425,0.3855505638482388,0.32474932722257377
